"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"Sugarscape 3 Wealth Distribution.nlogo"
"experiment"
"02/27/2024 11:49:12:337 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"max-initial-vision","initial-population","[step]","(mean) Gini-index-reserve","(std) Gini-index-reserve","(mean) survival-ratio","(std) survival-ratio"
"4","100","0","11.478494144347044","0.7108950259030368","1","0"
"4","100","20","10.829472587622867","0.6666782993334064","0.995","0.0050000000000000044"
"4","100","40","10.811526245765254","0.42768755948019416","0.995","0.0050000000000000044"
"4","100","60","10.541170031097344","0.3107722829718148","0.995","0.0050000000000000044"
"4","100","80","23.549476327733363","0.9275755653883038","0.995","0.0050000000000000044"
"4","100","100","19.70141127776078","0.545228105758983","0.99","0.012247448713915901"
"4","100","120","12.877459577100005","0.33350696796241824","0.9875","0.016393596310755015"
"4","100","140","14.501496476441977","0.4628145125492108","0.9875","0.016393596310755015"
"4","100","160","22.13273064182196","1.4765265176082745","0.9850000000000001","0.015000000000000015"
"4","100","180","22.043416136290848","0.8196157024030402","0.98","0.012247448713915901"
"4","100","200","15.941463511410799","0.45147477522801605","0.9774999999999999","0.010897247358851694"
"4","100","220","16.4427587940596","0.9924026415997409","0.9774999999999999","0.010897247358851694"
"4","100","240","19.708161799883516","0.6850287257005208","0.97","0.01581138830084191"
"4","100","260","21.27918678101858","1.0565762803332794","0.9675","0.01920286436967154"
"4","100","280","17.600348346338578","0.5109248529894976","0.9675","0.01920286436967154"
"4","100","300","16.982442079926543","0.9708147785746449","0.9650000000000001","0.02291287847477918"
"4","100","320","17.738352965310757","1.1031211981971352","0.96","0.025495097567963903"
"4","100","340","20.33351472489088","0.8107589204880729","0.9575","0.02586020108197148"
"4","100","360","18.180592688873443","0.9410425185782486","0.9575","0.02586020108197148"
"4","100","380","16.504049650555984","0.9504158862103573","0.9575","0.02586020108197148"
"4","100","400","18.625107432578904","0.6394494896691348","0.9575","0.02586020108197148"
"4","100","420","19.926595245046975","0.97064755439791","0.9550000000000001","0.024999999999999984"
"4","100","440","17.643532024362738","1.377371251447349","0.9500000000000001","0.02915475947422649"
"4","100","460","17.09048470317348","0.7157885325530199","0.945","0.03354101966249683"
"4","100","480","18.923682784547534","1.3024649775213404","0.9400000000000001","0.03605551275463988"
"4","100","500","19.63310798387524","0.5217053217560984","0.9400000000000001","0.03605551275463988"
"4","100","520","18.2129609687409","1.562824697933546","0.9400000000000001","0.03605551275463988"
"4","100","540","17.163407407643117","0.6632555505304388","0.9375000000000001","0.035619517121937505"
"4","100","560","17.463472597884724","0.6480236552897899","0.935","0.03640054944640258"
"4","100","580","19.049302312237167","0.6729279068021827","0.935","0.03640054944640258"
"4","100","600","18.48865809582231","1.0621514074872738","0.9325","0.036314597615834866"
"4","100","620","17.425190607891384","0.7571992268297469","0.9299999999999999","0.03240370349203929"
"4","100","640","17.89744786562457","1.0615433919092878","0.9299999999999999","0.03240370349203929"
"4","100","660","19.67406263553178","1.420689766026696","0.9299999999999999","0.03240370349203929"
"4","100","680","18.566897364171364","1.9944410016597682","0.9275","0.032691742076555036"
"4","100","700","16.529791731558973","1.4625077490627618","0.92","0.03674234614174766"
"4","100","720","18.02726932489271","0.9161049572704361","0.92","0.03674234614174766"
"4","100","740","19.256627005896636","0.8697445722540046","0.92","0.03674234614174766"
"4","100","760","18.157175325652158","1.6981986975311458","0.92","0.03674234614174766"
"4","100","780","17.42180700966223","1.5697959390390979","0.92","0.03674234614174766"
"4","100","800","16.76683793555405","0.1585422832838426","0.92","0.03674234614174766"
"4","100","820","18.625975950218873","1.0927526907135563","0.92","0.03674234614174766"
"4","100","840","18.45276966723757","1.5087403466866167","0.9125000000000001","0.04322904116447645"
"4","100","860","16.776820894101224","0.6042861486758032","0.9125000000000001","0.04322904116447645"
"4","100","880","16.831239070101773","0.38011259428703886","0.9125000000000001","0.04322904116447645"
"4","100","900","18.627878797358285","1.4674636413267255","0.9075","0.04437059837324712"
"4","100","920","19.117807629216344","1.961325342060227","0.9049999999999999","0.040311288741492736"
"4","100","940","16.833735533047495","1.3799195342976573","0.9025","0.04145780987944249"
"4","100","960","16.43798655315367","0.5983354180662461","0.9025","0.04145780987944249"
"4","100","980","17.88728495382342","0.6793262529597213","0.9025","0.04145780987944249"
"4","100","1000","18.66842316534092","1.7125328204713983","0.9025","0.04145780987944249"
"4","100","1020","17.42403536218501","1.373997521191648","0.9025","0.04145780987944249"
"4","100","1040","17.120645212896246","0.4581229680864969","0.9025","0.04145780987944249"
"4","100","1060","17.55232227726149","1.1901026745142231","0.9025","0.04145780987944249"
"4","100","1080","17.909574064260763","1.3744902332250535","0.9025","0.04145780987944249"
"4","100","1100","17.500391645158327","0.577787219366107","0.9025","0.04145780987944249"
"4","100","1120","17.098402759931446","0.6811814940835157","0.9","0.044158804331639226"
"4","100","1140","17.205296696784302","0.5469132633765068","0.8925","0.046569840025492894"
"4","100","1160","17.985692027883612","1.4019753541851974","0.89","0.04636809247747852"
"4","100","1180","17.79425798490235","1.6290380488473821","0.8875000000000001","0.04264680527307995"
"4","100","1200","16.833990457090806","1.087577314833985","0.8875000000000001","0.04264680527307995"
"4","100","1220","16.44396922509614","1.6282340320058935","0.885","0.043301270189221926"
"4","100","1240","17.654273332735837","0.8895126372075642","0.8825","0.04437059837324712"
"4","100","1260","18.27251157235429","1.4912955968865014","0.8825","0.04437059837324712"
"4","100","1280","17.16024385912403","1.4516808790616296","0.8825","0.04437059837324712"
"4","100","1300","15.942428507611417","1.311062998965301","0.8825","0.04437059837324712"
"4","100","1320","16.69734997426751","1.032600346508694","0.8825","0.04437059837324712"
"4","100","1340","17.92813771613884","0.7805268335887389","0.8825","0.04437059837324712"
"4","100","1360","17.33494440404539","1.2815839136213714","0.88","0.04743416490252569"
"4","100","1380","16.703045660396388","0.9651263531273071","0.8775000000000001","0.04866980583482946"
"4","100","1400","17.185551608988312","0.7806286200091134","0.8775000000000001","0.04866980583482946"
"4","100","1420","17.475659743309958","1.5531334025767485","0.8775000000000001","0.04866980583482946"
"4","100","1440","16.964023908068206","1.4462478122005047","0.8775000000000001","0.04866980583482946"
"4","100","1460","16.544524567560366","0.25326912162691745","0.8775000000000001","0.04866980583482946"
"4","100","1480","17.11212839206442","1.1590186226936259","0.8724999999999999","0.04437059837324712"
"4","100","1500","16.96177149965067","0.9172969058379791","0.8724999999999999","0.04437059837324712"
"4","100","1520","17.217679833768784","0.8844479260008656","0.8724999999999999","0.04437059837324712"
"4","100","1540","17.055904508766066","0.8095114069385017","0.8724999999999999","0.04437059837324712"
"4","100","1560","16.9170992192241","1.4069351887034753","0.87","0.044158804331639226"
"4","100","1580","17.337993737369153","1.44780878969417","0.87","0.044158804331639226"
"4","100","1600","17.317611051062627","1.8342078545725806","0.8674999999999999","0.04437059837324712"
"4","100","1620","16.792134959148676","1.3587478307714194","0.8674999999999999","0.04437059837324712"
"4","100","1640","16.551072248573988","1.4936537379805028","0.865","0.045"
"4","100","1660","17.04194124052306","1.0957769684969052","0.865","0.045"
"4","100","1680","17.442313912832553","1.2861031916040884","0.865","0.045"
"4","100","1700","16.447550453959863","1.5283947339130044","0.865","0.045"
"4","100","1720","16.485282650355057","0.6799389174232225","0.8600000000000001","0.04358898943540674"
"4","100","1740","16.720789625406653","1.4449317530065113","0.8575","0.03960744879438715"
"4","100","1760","16.886307181433892","1.0899486557607703","0.8575","0.03960744879438715"
"4","100","1780","16.085660819744056","0.3980269945853645","0.85","0.03674234614174768"
"4","100","1800","16.961705765125622","0.49978660726713764","0.85","0.03674234614174768"
"4","100","1820","16.7425508565294","0.8394721697210343","0.85","0.03674234614174768"
"4","100","1840","15.972434525383301","0.7971405602492262","0.85","0.03674234614174768"
"4","100","1860","16.408071742484246","1.7313211123820298","0.85","0.03674234614174768"
"4","100","1880","16.29867306654665","1.4992191402195738","0.85","0.03674234614174768"
"4","100","1900","17.315110577450312","1.092928216289715","0.845","0.04031128874149275"
"4","100","1920","17.014219911678644","1.2511548532628616","0.8425","0.04085033659592049"
"4","100","1940","15.927248075813408","1.3521337408727307","0.8425","0.04085033659592049"
"4","100","1960","15.229921655454552","1.6585824298191068","0.8425","0.04085033659592049"
"4","100","1980","15.660028908796424","1.5148937825518856","0.84","0.04183300132670379"
"4","100","2000","17.479847327089963","1.1731078930142937","0.8374999999999999","0.03766629793329841"
"4","130","0","15.009378997545074","0.7826324894211267","1","0"
"4","130","20","13.271257346419532","0.6838679242616408","0.9961538461538462","0.0038461538461538325"
"4","130","40","13.146000994428613","0.9746788580893238","0.9942307692307693","0.006378124596837285"
"4","130","60","13.004254651301446","1.0276876858199702","0.9942307692307693","0.006378124596837285"
"4","130","80","30.523492652834246","1.8959074647633902","0.9942307692307693","0.006378124596837285"
"4","130","100","25.085915628083637","1.3397352611441993","0.9942307692307693","0.006378124596837285"
"4","130","120","17.068671931374173","0.4316729698571645","0.9903846153846154","0.008382497968347464"
"4","130","140","18.881163032156962","1.777171934589648","0.9903846153846154","0.008382497968347464"
"4","130","160","27.735444571866545","1.7286704770439114","0.9903846153846154","0.008382497968347464"
"4","130","180","28.83759507166676","1.3991436314886723","0.9884615384615385","0.008600261451922275"
"4","130","200","21.59077436508388","1.1814414773226638","0.9884615384615385","0.008600261451922275"
"4","130","220","21.34156717539107","1.1148383720000654","0.9865384615384616","0.00838249796834745"
"4","130","240","26.704764610638865","1.1635067787763385","0.9865384615384616","0.00838249796834745"
"4","130","260","27.7295106266158","0.6357950092621769","0.9865384615384616","0.00838249796834745"
