"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 3 Wealth Distribution.nlogo"
"experiment"
"02/27/2024 11:17:25:533 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-initial-vision","initial-population","[step]","Gini-index-reserve","survival-ratio"
"27","4","280","1700","42.390674814027605","0.8178571428571428"
"29","4","310","1300","54.81490490933216","0.8387096774193549"
"28","4","280","1660","44.35930967949405","0.7964285714285714"
"30","4","310","1120","54.46917063222303","0.8580645161290322"
"31","4","310","280","55.295566031725826","0.9516129032258065"
"26","4","280","1680","44.16912312044067","0.7892857142857143"
"27","4","280","1720","43.60594382756372","0.8178571428571428"
"25","4","280","1920","42.98436066075252","0.8"
"29","4","310","1320","51.66326137858041","0.8387096774193549"
"28","4","280","1680","45.81861832799822","0.7928571428571428"
"23","4","250","1480","40.787321435062324","0.844"
"30","4","310","1140","50.90529741573754","0.8516129032258064"
"31","4","310","300","57.41119659518738","0.9516129032258065"
"26","4","280","1700","41.65382469727296","0.7892857142857143"
"25","4","280","1940","41.18308273166856","0.8"
"27","4","280","1740","47.45873912591411","0.8178571428571428"
"28","4","280","1700","45.69366873522456","0.7892857142857143"
"29","4","310","1340","50.88951654096934","0.8354838709677419"
"30","4","310","1160","50.67060610906762","0.8516129032258064"
"26","4","280","1720","41.873995799859955","0.7821428571428571"
"31","4","310","320","61.87564080896847","0.9483870967741935"
"25","4","280","1960","45.03031002638523","0.8"
"27","4","280","1760","47.000629766986194","0.8142857142857143"
"28","4","280","1720","45.331257605039006","0.7892857142857143"
"29","4","310","1360","54.493726272440654","0.8354838709677419"
"30","4","310","1180","51.00841991006358","0.8516129032258064"
"26","4","280","1740","42.65839075431113","0.7821428571428571"
"25","4","280","1980","45.54742778188361","0.7928571428571428"
"27","4","280","1780","45.17220064178349","0.8107142857142857"
"31","4","310","340","66.53804557744307","0.9483870967741935"
"28","4","280","1740","42.59174405205717","0.7892857142857143"
"23","4","250","1500","40.23348373627854","0.84"
"29","4","310","1380","53.01638190311632","0.8290322580645161"
"26","4","280","1760","43.49595053872299","0.7785714285714286"
"30","4","310","1200","52.62775954891528","0.8483870967741935"
"25","4","280","2000","43.379661076292855","0.7857142857142857"
"27","4","280","1800","43.47222672852927","0.8071428571428572"
"28","4","280","1760","45.55032170013645","0.7892857142857143"
"31","4","310","360","58.99305014289426","0.9451612903225807"
"32","4","310","0","36.07161290322581","1"
"29","4","310","1400","50.96949819612983","0.8225806451612904"
"26","4","280","1780","41.87780242680919","0.7785714285714286"
"30","4","310","1220","51.9697436361989","0.8483870967741935"
"27","4","280","1820","45.952816718587755","0.8071428571428572"
"28","4","280","1780","45.94360374414975","0.7857142857142857"
"32","4","310","20","37.11013695787507","0.9935483870967742"
"31","4","310","380","54.978078136781136","0.9387096774193548"
"29","4","310","1420","49.19444269818318","0.8129032258064516"
"30","4","310","1240","52.02689567737263","0.8451612903225807"
"26","4","280","1800","44.13405542270357","0.7785714285714286"
"27","4","280","1840","45.22278429785511","0.8071428571428572"
"28","4","280","1800","42.20288071800812","0.7821428571428571"
"23","4","250","1520","42.53854014598541","0.836"
"32","4","310","40","39.30734133992701","0.9870967741935484"
"30","4","310","1260","53.65424891112967","0.8419354838709677"
"29","4","310","1440","49.88823492775288","0.8129032258064516"
"26","4","280","1820","46.13625206017462","0.7785714285714286"
"27","4","280","1860","45.364237954091095","0.8035714285714286"
"28","4","280","1820","41.80051339756663","0.7821428571428571"
"31","4","310","400","57.90645056462749","0.9354838709677419"
"32","4","310","60","40.680254607326624","0.9870967741935484"
"26","4","280","1840","44.97675886606223","0.7714285714285715"
"30","4","310","1280","54.60121172425088","0.8419354838709677"
"29","4","310","1460","50.76394990832668","0.8129032258064516"
"27","4","280","1880","43.84738303202653","0.8"
"28","4","280","1840","42.408309755842005","0.7785714285714286"
"31","4","310","420","65.2311598708952","0.9354838709677419"
"26","4","280","1860","41.759226023555776","0.7714285714285715"
"27","4","280","1900","45.679337091966815","0.8"
"30","4","310","1300","49.234659198187394","0.8419354838709677"
"32","4","310","80","75.27535307011463","0.9838709677419355"
"28","4","280","1860","43.67597844583093","0.7785714285714286"
"29","4","310","1480","47.7075124688279","0.8129032258064516"
"31","4","310","440","62.06095572171458","0.9258064516129032"
"26","4","280","1880","41.66700812674998","0.7714285714285715"
"27","4","280","1920","46.83391256942313","0.8"
"30","4","310","1320","52.09410213754356","0.8419354838709677"
"28","4","280","1880","43.59420370576659","0.7785714285714286"
"32","4","310","100","57.08772185045096","0.9806451612903225"
"23","4","250","1540","41.471853327430985","0.832"
"29","4","310","1500","47.82038099676678","0.8129032258064516"
"31","4","310","460","56.2658921811774","0.9225806451612903"
"26","4","280","1900","42.778296008829685","0.7678571428571429"
"27","4","280","1940","43.5966475594928","0.8"
"30","4","310","1340","53.760428091866885","0.8419354838709677"
"32","4","310","120","43.42833885524963","0.9774193548387097"
"28","4","280","1900","42.682572768555055","0.7785714285714286"
"29","4","310","1520","53.189085000637135","0.8129032258064516"
"26","4","280","1920","43.38619930262434","0.7678571428571429"
"31","4","310","480","56.23741007194241","0.9161290322580645"
"27","4","280","1960","46.17060467966147","0.7964285714285714"
"30","4","310","1360","51.238246707805814","0.8419354838709677"
"28","4","280","1920","41.22842264652656","0.775"
"32","4","310","140","48.13590308370039","0.9774193548387097"
"23","4","250","1560","41.112947335521156","0.828"
"26","4","280","1940","40.7267885999706","0.7642857142857142"
"27","4","280","1980","43.422187305879305","0.7964285714285714"
"30","4","310","1380","52.58455673343812","0.8354838709677419"
"29","4","310","1540","51.62186044930833","0.8096774193548387"
"28","4","280","1940","40.643339600306376","0.7678571428571429"
"31","4","310","500","58.91799802474857","0.9129032258064517"
"32","4","310","160","67.59136286877916","0.9774193548387097"
"26","4","280","1960","39.84857709673007","0.7607142857142857"
"27","4","280","2000","43.08197773972604","0.7928571428571428"
"30","4","310","1400","51.68819766712658","0.832258064516129"
"29","4","310","1560","48.05922820278128","0.8096774193548387"
"28","4","280","1960","42.1935754699763","0.7678571428571429"
"33","4","340","0","38.429928969091996","1"
"31","4","310","520","58.34752143581549","0.9064516129032258"
"26","4","280","1980","42.90154167108661","0.7571428571428571"
"32","4","310","180","70.49933417557276","0.9774193548387097"
"30","4","310","1420","52.42168364887007","0.8225806451612904"
"28","4","280","1980","42.79361657005516","0.7678571428571429"
"29","4","310","1580","46.89635542168671","0.8064516129032258"
"23","4","250","1580","39.96600755387693","0.828"
"33","4","340","20","38.755842384915596","0.9941176470588236"
"26","4","280","2000","44.50549707602339","0.7571428571428571"
"31","4","310","540","56.78216725708503","0.9"
"34","4","340","0","39.8114369501466","1"
"32","4","310","200","51.71413954083269","0.9741935483870968"
"28","4","280","2000","43.09849641276143","0.7642857142857142"
"29","4","310","1600","51.99731650968547","0.8064516129032258"
"30","4","310","1440","52.08031238883678","0.8193548387096774"
"35","4","340","0","40.936370935367286","1"
"33","4","340","40","41.63843840618621","0.9911764705882353"
"31","4","310","560","53.948761809108305","0.896774193548387"
"34","4","340","20","38.82134199553957","0.9882352941176471"
"32","4","310","220","54.90484438146229","0.9741935483870968"
"29","4","310","1620","49.49345143723719","0.8064516129032258"
"23","4","250","1600","39.714495214572416","0.824"
"30","4","310","1460","50.77281611289623","0.8161290322580645"
"35","4","340","20","43.0027384983071","0.9941176470588236"
"33","4","340","60","42.950073999138226","0.9911764705882353"
"31","4","310","580","54.95338185468688","0.896774193548387"
"34","4","340","40","42.173175716732025","0.9882352941176471"
"32","4","310","240","63.166597109917035","0.9709677419354839"
"30","4","310","1480","51.495511495737524","0.8161290322580645"
"29","4","310","1640","47.530628659674406","0.8032258064516129"
"35","4","340","40","46.058431910394894","0.9941176470588236"
"31","4","310","600","52.49103683761248","0.896774193548387"
"33","4","340","80","82.57684653083561","0.9882352941176471"
"29","4","310","1660","48.7945531707019","0.8032258064516129"
"34","4","340","60","43.38623644293492","0.9882352941176471"
"32","4","310","260","64.8515756893641","0.9709677419354839"
"30","4","310","1500","50.16229080766429","0.8161290322580645"
"23","4","250","1620","40.25308465872623","0.824"
"35","4","340","60","46.43613080538518","0.9882352941176471"
"31","4","310","620","50.700780346820814","0.896774193548387"
"33","4","340","100","68.0346402214022","0.9794117647058823"
"29","4","310","1680","54.0270764727406","0.7967741935483871"
"32","4","310","280","55.44892178362572","0.9709677419354839"
"34","4","340","80","78.45773200691231","0.9882352941176471"
"30","4","310","1520","53.51960212545357","0.8096774193548387"
"35","4","340","80","81.39682377572389","0.9882352941176471"
"31","4","310","640","53.305403021594984","0.8935483870967742"
"29","4","310","1700","46.80004428697963","0.7935483870967742"
"33","4","340","120","51.31457873778894","0.9735294117647059"
"23","4","250","1640","39.48551289185682","0.82"
"30","4","310","1540","52.258890445120116","0.8064516129032258"
"32","4","310","300","53.69920539250654","0.9709677419354839"
"31","4","310","660","58.19699875201659","0.8870967741935484"
"35","4","340","100","63.72628602699743","0.9823529411764705"
"33","4","340","140","56.20196427394372","0.9735294117647059"
"34","4","340","100","67.00404950404953","0.9882352941176471"
"29","4","310","1720","44.09423650215303","0.7935483870967742"
"30","4","310","1560","46.80614931578036","0.8"
"31","4","310","680","58.205958590674875","0.8870967741935484"
"32","4","310","320","65.59174213600554","0.964516129032258"
"23","4","250","1660","41.93744667649109","0.816"
"35","4","340","120","48.88537630863079","0.9764705882352941"
"33","4","340","160","79.21384303341037","0.9676470588235294"
"30","4","310","1580","45.43036111372104","0.7967741935483871"
"29","4","310","1740","46.36747663551399","0.7935483870967742"
"34","4","340","120","50.00845329762304","0.9882352941176471"
"31","4","310","700","53.139145907473214","0.8806451612903226"
"32","4","310","340","65.86583064467038","0.9612903225806452"
"30","4","310","1600","48.78884798744795","0.7967741935483871"
"35","4","340","140","54.232685097893025","0.9735294117647059"
"33","4","340","180","69.2144290310305","0.9588235294117647"
"31","4","310","720","52.73156536697247","0.8741935483870967"
"34","4","340","140","56.82176712176717","0.9882352941176471"
"32","4","310","360","57.50406660927897","0.9548387096774194"
"29","4","310","1760","50.490575181310746","0.7935483870967742"
"30","4","310","1620","52.90848893103562","0.7935483870967742"
"23","4","250","1680","41.856506028828406","0.816"
"35","4","340","160","77.54220259310927","0.9705882352941176"
"33","4","340","200","57.3902122258626","0.9558823529411765"
"31","4","310","740","55.65735714061572","0.8741935483870967"
"32","4","310","380","57.16949786939996","0.9548387096774194"
"34","4","340","160","73.4616686737407","0.9882352941176471"
"29","4","310","1780","49.02723634477134","0.7870967741935484"
"30","4","310","1640","49.23222962654451","0.7903225806451613"
"33","4","340","220","60.710473337916085","0.9558823529411765"
"35","4","340","180","72.59209619738178","0.9588235294117647"
"31","4","310","760","55.85805641534782","0.8741935483870967"
"29","4","310","1800","46.49702724443047","0.7870967741935484"
"23","4","250","1700","39.46495586043491","0.808"
"34","4","340","180","79.36669530847232","0.9852941176470589"
"30","4","310","1660","48.43373493975904","0.7903225806451613"
"32","4","310","400","61.32428730416922","0.9516129032258065"
"31","4","310","780","51.55403826044166","0.8741935483870967"
"35","4","340","200","54.31920425333028","0.9529411764705882"
"33","4","340","240","72.38175535231755","0.9558823529411765"
"29","4","310","1820","46.95346864191086","0.7838709677419354"
"30","4","310","1680","50.21720088242926","0.7903225806451613"
"32","4","310","420","63.125914688559675","0.9483870967741935"
"31","4","310","800","53.33470070366982","0.8741935483870967"
"35","4","340","220","57.78528556691368","0.9529411764705882"
"34","4","340","200","60.318085524922076","0.9823529411764705"
"29","4","310","1840","47.3040460470628","0.7838709677419354"
"33","4","340","260","71.25591895708143","0.9529411764705882"
"30","4","310","1700","50.402069421002466","0.7838709677419354"
"23","4","250","1720","41.429060950714494","0.808"
"32","4","310","440","59.224138999008936","0.9483870967741935"
"31","4","310","820","53.5981687181027","0.867741935483871"
"29","4","310","1860","48.262904777172174","0.7838709677419354"
"35","4","340","240","68.8818379661687","0.9529411764705882"
"34","4","340","220","63.25938302096958","0.9794117647058823"
"33","4","340","280","60.208875908249034","0.9529411764705882"
"30","4","310","1720","48.21223116506136","0.7838709677419354"
"32","4","310","460","59.49288417010222","0.9483870967741935"
"31","4","310","840","52.96065616721496","0.864516129032258"
"35","4","340","260","70.95333528379173","0.9529411764705882"
"30","4","310","1740","44.912958115183194","0.7774193548387097"
"29","4","310","1880","48.28770409863378","0.7838709677419354"
"33","4","340","300","60.872288590438","0.9529411764705882"
"23","4","250","1740","41.64264963313347","0.808"
"31","4","310","860","52.269848076451815","0.864516129032258"
"34","4","340","240","74.15495088798482","0.9764705882352941"
"32","4","310","480","60.65211493402393","0.9483870967741935"
"30","4","310","1760","47.635313307054425","0.7774193548387097"
"29","4","310","1900","49.74816002093491","0.7838709677419354"
"35","4","340","280","58.741550059810294","0.9529411764705882"
"33","4","340","320","70.03647859922184","0.9529411764705882"
"31","4","310","880","53.97545460187426","0.864516129032258"
"34","4","340","260","76.93838199513382","0.9764705882352941"
"29","4","310","1920","51.1175926560252","0.7838709677419354"
"32","4","310","500","60.923251085851604","0.9419354838709677"
"30","4","310","1780","48.906541730528076","0.7741935483870968"
"35","4","340","300","61.23201279527561","0.9470588235294117"
"23","4","250","1760","40.615753536010374","0.808"
"31","4","310","900","55.99518786449539","0.8612903225806452"
"33","4","340","340","70.08751973256581","0.9411764705882353"
"34","4","340","280","63.12083265306126","0.9705882352941176"
"29","4","310","1940","48.26487510274093","0.7838709677419354"
"30","4","310","1800","46.495495338198786","0.7741935483870968"
"32","4","310","520","57.69328555710845","0.9419354838709677"
"35","4","340","320","72.48154875467155","0.9470588235294117"
"31","4","310","920","54.50522751574192","0.8580645161290322"
"33","4","340","360","61.47585239596285","0.9411764705882353"
"29","4","310","1960","49.596681620266516","0.7838709677419354"
"30","4","310","1820","44.846828803052034","0.7709677419354839"
"34","4","340","300","60.42748314487443","0.9676470588235294"
"23","4","250","1780","36.817934359931556","0.804"
"32","4","310","540","59.17942836979534","0.9419354838709677"
"31","4","310","940","58.568503046673804","0.8516129032258064"
"35","4","340","340","68.07386742676927","0.9441176470588235"
"33","4","340","380","60.50382593305915","0.9352941176470588"
"29","4","310","1980","48.614849148828576","0.7806451612903226"
"34","4","340","320","67.5696968156751","0.961764705882353"
"32","4","310","560","59.891725669026755","0.9354838709677419"
"31","4","310","960","53.985535050855724","0.8451612903225807"
"30","4","310","1840","47.80289902816674","0.7709677419354839"
"35","4","340","360","60.49693757361604","0.9411764705882353"
"33","4","340","400","65.4347714564203","0.9294117647058824"
"29","4","310","2000","48.09141538568306","0.7741935483870968"
"23","4","250","1800","35.74677762934613","0.8"
"36","4","340","0","38.850019630938306","1"
"31","4","310","980","49.57394530158629","0.8387096774193549"
"32","4","310","580","60.821431811995325","0.932258064516129"
"34","4","340","340","68.3879020221825","0.961764705882353"
"30","4","310","1860","47.70630842788839","0.7709677419354839"
"35","4","340","380","61.6315656693072","0.9411764705882353"
"33","4","340","420","71.32540184604761","0.9235294117647059"
"31","4","310","1000","51.40466244441453","0.8387096774193549"
"32","4","310","600","57.04122645517631","0.9290322580645162"
"36","4","340","20","38.76666506464165","0.9911764705882353"
"30","4","310","1880","46.41297463188478","0.7709677419354839"
"34","4","340","360","64.05939989533061","0.961764705882353"
"23","4","250","1820","39.06448350421985","0.796"
"35","4","340","400","67.61726438698916","0.9411764705882353"
"33","4","340","440","64.31632775119617","0.9205882352941176"
"31","4","310","1020","50.75872970482637","0.832258064516129"
"32","4","310","620","57.669802238908616","0.9258064516129032"
"30","4","310","1900","47.55899201753012","0.7709677419354839"
"36","4","340","40","42.49679372996081","0.9882352941176471"
"35","4","340","420","67.96291133870666","0.9352941176470588"
"31","4","310","1040","50.52154202302099","0.8290322580645161"
"33","4","340","460","59.59605897443129","0.9205882352941176"
"30","4","310","1920","51.22190947251961","0.7677419354838709"
"32","4","310","640","61.084520217260206","0.9225806451612903"
"23","4","250","1840","40.94414289563842","0.796"
"36","4","340","60","43.52989219209411","0.9852941176470589"
"34","4","340","380","63.3436793230982","0.9588235294117647"
"31","4","310","1060","51.42086044350013","0.8290322580645161"
"35","4","340","440","63.09780689262318","0.9352941176470588"
"30","4","310","1940","51.177339813458154","0.7677419354838709"
"33","4","340","480","62.76430754637434","0.9176470588235294"
"32","4","310","660","60.52676472361206","0.9161290322580645"
"36","4","340","80","82.58770697441038","0.9794117647058823"
"34","4","340","400","67.9280350099951","0.9529411764705882"
"30","4","310","1960","48.078315963110136","0.7677419354838709"
"31","4","310","1080","51.627007250935335","0.8258064516129032"
"23","4","250","1860","38.8833112833113","0.788"
"35","4","340","460","62.446616334934795","0.9323529411764706"
"33","4","340","500","68.78968155671151","0.9176470588235294"
"32","4","310","680","57.586221796968836","0.9129032258064517"
"36","4","340","100","65.82639085671104","0.9735294117647059"
"30","4","310","1980","47.069694228333624","0.7645161290322581"
"31","4","310","1100","49.8554274890037","0.8225806451612904"
"34","4","340","420","66.07971803715124","0.9529411764705882"
"35","4","340","480","63.063468333786176","0.9264705882352942"
"32","4","310","700","58.880310338815555","0.9032258064516129"
"33","4","340","520","66.23122069278475","0.9147058823529411"
"23","4","250","1880","39.04203073214826","0.788"
"36","4","340","120","51.51054142621002","0.9676470588235294"
"30","4","310","2000","45.90982846546129","0.7645161290322581"
"31","4","310","1120","49.770490999967315","0.8193548387096774"
"37","4","370","0","41.392148403796405","1"
"34","4","340","440","66.02785004730372","0.95"
"35","4","340","500","65.2516337891807","0.9235294117647059"
"32","4","310","720","59.96323599656084","0.896774193548387"
"33","4","340","540","62.479673879312735","0.9147058823529411"
"31","4","310","1140","50.88252316750857","0.8193548387096774"
"36","4","340","140","57.17280709694941","0.9676470588235294"
"37","4","370","20","45.58666363222577","0.9972972972972973"
"34","4","340","460","63.59421389099579","0.95"
"35","4","340","520","62.534781405644665","0.9235294117647059"
"32","4","310","740","52.951875465225356","0.8935483870967742"
"23","4","250","1900","40.784299080116384","0.788"
"33","4","340","560","61.69312599994386","0.9147058823529411"
"31","4","310","1160","48.55945020450874","0.8129032258064516"
"36","4","340","160","75.71830107012927","0.9647058823529412"
"37","4","370","40","49.92167750806502","0.9918918918918919"
"34","4","340","480","66.10513236371246","0.9470588235294117"
"32","4","310","760","50.91689261233816","0.8870967741935484"
"35","4","340","540","60.87384863476097","0.9176470588235294"
"33","4","340","580","64.6619370111774","0.9117647058823529"
"31","4","310","1180","51.4858462314409","0.8129032258064516"
"23","4","250","1920","40.11548700281871","0.788"
"36","4","340","180","70.93975861587835","0.961764705882353"
"32","4","310","780","53.94304230127697","0.8870967741935484"
"35","4","340","560","65.6230852457149","0.9176470588235294"
"37","4","370","60","51.50625361143731","0.9864864864864865"
"34","4","340","500","65.63261977299072","0.9470588235294117"
"31","4","310","1200","53.69656097970135","0.8096774193548387"
"33","4","340","600","62.600796235975366","0.9117647058823529"
"36","4","340","200","56.186307129245954","0.9588235294117647"
"32","4","310","800","58.30288260463917","0.8838709677419355"
"35","4","340","580","63.4691527701423","0.9117647058823529"
"31","4","310","1220","49.767377950210104","0.8096774193548387"
"34","4","340","520","63.37136745013062","0.9470588235294117"
"37","4","370","80","93.45290015930634","0.9864864864864865"
"33","4","340","620","62.46868165514828","0.9117647058823529"
"23","4","250","1940","39.45058851410066","0.788"
"36","4","340","220","53.75715207571524","0.9558823529411765"
"32","4","310","820","52.67767438833932","0.8806451612903226"
"31","4","310","1240","47.94073338034486","0.8096774193548387"
"35","4","340","600","58.83083192124584","0.9117647058823529"
"34","4","340","540","64.58366479594615","0.9411764705882353"
"33","4","340","640","60.702703490065836","0.9088235294117647"
"37","4","370","100","73.02839730290458","0.981081081081081"
"32","4","310","840","51.76662794074937","0.8774193548387097"
"31","4","310","1260","48.80409226663275","0.8064516129032258"
"36","4","340","240","69.17731048805818","0.9529411764705882"
"35","4","340","620","56.77696046912369","0.9088235294117647"
"23","4","250","1960","39.4227291801778","0.788"
"37","4","370","120","57.62087145501866","0.972972972972973"
"32","4","310","860","52.59280615046678","0.8741935483870967"
"31","4","310","1280","49.19292271246669","0.8064516129032258"
"33","4","340","660","63.520948807595005","0.9058823529411765"
"34","4","340","560","66.00413337771855","0.9382352941176471"
"36","4","340","260","72.4446551780516","0.95"
"35","4","340","640","62.42822068965517","0.9088235294117647"
"31","4","310","1300","49.29278928066081","0.8032258064516129"
"32","4","310","880","53.459259024498415","0.8741935483870967"
"23","4","250","1980","38.38526259172459","0.788"
"37","4","370","140","65.51719858545472","0.972972972972973"
"34","4","340","580","65.47134872615786","0.9352941176470588"
"35","4","340","660","62.691790646005","0.9029411764705882"
"33","4","340","680","62.75056193806191","0.9"
"32","4","310","900","53.33286978937016","0.867741935483871"
"31","4","310","1320","50.313863543080835","0.8032258064516129"
"36","4","340","280","62.71647652889472","0.9470588235294117"
"37","4","370","160","81.98101756198348","0.972972972972973"
"35","4","340","680","63.04436418154566","0.9"
"34","4","340","600","64.7141965202431","0.9294117647058824"
"31","4","310","1340","49.698832362953766","0.8032258064516129"
"23","4","250","2000","39.024201054917796","0.788"
"32","4","310","920","51.18228786966305","0.867741935483871"
"33","4","340","700","62.17325439924035","0.9"
"36","4","340","300","57.82525784271594","0.9352941176470588"
"38","4","370","0","40.704963399392966","1"
"35","4","340","700","61.28463203463199","0.8970588235294118"
"37","4","370","180","70.89689158453352","0.9648648648648649"
"31","4","310","1360","51.51816298342543","0.8"
"32","4","310","940","53.33608753907993","0.864516129032258"
"33","4","340","720","61.66750584674638","0.9"
"34","4","340","620","66.03503248518834","0.9264705882352942"
"36","4","340","320","65.92376139876853","0.9352941176470588"
"35","4","340","720","63.0372828315528","0.8970588235294118"
"31","4","310","1380","50.70001272952931","0.8"
"37","4","370","200","59.97919328096543","0.9513513513513514"
"32","4","310","960","55.7739785443715","0.8580645161290322"
"33","4","340","740","65.61622004485892","0.8970588235294118"
"34","4","340","640","64.62782238885299","0.9264705882352942"
"36","4","340","340","68.58007748957446","0.9323529411764706"
"35","4","340","740","66.0291619647206","0.8941176470588236"
"31","4","310","1400","53.07891992551209","0.7967741935483871"
"38","4","370","20","45.50598692929939","0.9891891891891892"
"32","4","310","980","57.91754002662754","0.8516129032258064"
"37","4","370","220","65.64369579719809","0.9513513513513514"
"33","4","340","760","64.56775618374563","0.8941176470588236"
"34","4","340","660","63.43431727947504","0.9264705882352942"
"36","4","340","360","62.62065865430113","0.9235294117647059"
"35","4","340","760","61.73935489908605","0.888235294117647"
"31","4","310","1420","51.00584568792479","0.7967741935483871"
"32","4","310","1000","50.44730283653058","0.8516129032258064"
"37","4","370","240","76.14647023451599","0.9513513513513514"
"33","4","340","780","61.797498299671794","0.8911764705882353"
"36","4","340","380","59.842268461852306","0.9205882352941176"
"34","4","340","680","65.5082265327328","0.9264705882352942"
"31","4","310","1440","47.507431968900015","0.7903225806451613"
"35","4","340","780","59.34339362435682","0.8852941176470588"
"32","4","310","1020","46.18989765994376","0.8516129032258064"
"38","4","370","40","50.14714872984087","0.9864864864864865"
"37","4","370","260","77.32623692835956","0.9486486486486486"
"33","4","340","800","59.94796150577141","0.8911764705882353"
"31","4","310","1460","47.410283979507916","0.7903225806451613"
"36","4","340","400","66.52956451176635","0.9205882352941176"
"34","4","340","700","64.63247915271774","0.9235294117647059"
"35","4","340","800","61.213698997053676","0.8823529411764706"
"32","4","310","1040","49.555262088581884","0.8483870967741935"
"33","4","340","820","63.6357975971236","0.8911764705882353"
"37","4","370","280","64.23657367408933","0.9405405405405406"
"31","4","310","1480","51.26633512916148","0.7903225806451613"
"36","4","340","420","67.00842870171519","0.9176470588235294"
"34","4","340","720","62.75179597701145","0.9235294117647059"
"35","4","340","820","63.08743161490145","0.8823529411764706"
"32","4","310","1060","53.7097729797476","0.8483870967741935"
"31","4","310","1500","48.886433526424945","0.7870967741935484"
"38","4","370","60","51.900413329888956","0.9864864864864865"
"33","4","340","840","61.734007614729556","0.8911764705882353"
"37","4","370","300","66.77126364753805","0.9405405405405406"
"34","4","340","740","62.102365638286315","0.9176470588235294"
"35","4","340","840","62.05802619555286","0.8794117647058823"
"32","4","310","1080","55.03212520593081","0.8451612903225807"
"31","4","310","1520","45.02459652158346","0.7870967741935484"
"33","4","340","860","65.4845376152245","0.8911764705882353"
"37","4","370","320","73.33364661654142","0.9324324324324325"
"32","4","310","1100","51.61886039551672","0.8419354838709677"
"35","4","340","860","60.61491480045739","0.8794117647058823"
"36","4","340","440","60.758794581294076","0.9176470588235294"
"31","4","310","1540","49.39251225895731","0.7870967741935484"
"34","4","340","760","65.17084478498656","0.9147058823529411"
"33","4","340","880","63.081691652013234","0.8911764705882353"
"32","4","310","1120","53.60976526364476","0.8387096774193549"
"38","4","370","80","86.80444233120502","0.981081081081081"
"35","4","340","880","62.87229677750235","0.8794117647058823"
"36","4","340","460","62.52398003149791","0.9176470588235294"
"31","4","310","1560","51.478799905023585","0.7870967741935484"
"37","4","370","340","74.13096064654091","0.9297297297297298"
"34","4","340","780","65.74491997317864","0.9117647058823529"
"33","4","340","900","61.35261667355009","0.888235294117647"
"32","4","310","1140","56.7863649404677","0.8387096774193549"
"35","4","340","900","62.576772652634695","0.8794117647058823"
"31","4","310","1580","45.380694493840764","0.7806451612903226"
"36","4","340","480","65.66312962076482","0.9176470588235294"
"34","4","340","800","61.2805560814648","0.9088235294117647"
"33","4","340","920","63.331440665596276","0.888235294117647"
"37","4","370","360","65.461047452983","0.9243243243243243"
"32","4","310","1160","54.60883927950484","0.8387096774193549"
"35","4","340","920","57.54844492109701","0.8705882352941177"
"31","4","310","1600","47.48339394329479","0.7806451612903226"
"36","4","340","500","68.41318661495443","0.9147058823529411"
"38","4","370","100","69.25757866462011","0.9783783783783784"
"34","4","340","820","62.17130645391084","0.9088235294117647"
"32","4","310","1180","48.85361037984203","0.8387096774193549"
"37","4","370","380","65.65163902615714","0.918918918918919"
"31","4","310","1620","49.65431693630421","0.7774193548387097"
"35","4","340","940","57.542498462226725","0.8705882352941177"
"33","4","340","940","61.77936837184843","0.8852941176470588"
"36","4","340","520","64.12577300836666","0.9117647058823529"
"32","4","310","1200","52.49074862697875","0.8387096774193549"
"34","4","340","840","63.821746829658366","0.9088235294117647"
"31","4","310","1640","48.01581767706114","0.7774193548387097"
"35","4","340","960","63.419489035291235","0.8705882352941177"
"37","4","370","400","70.62324646765917","0.918918918918919"
"33","4","340","960","61.55461443444506","0.8794117647058823"
"36","4","340","540","60.267545332437905","0.9117647058823529"
"32","4","310","1220","54.18350582722932","0.8354838709677419"
"31","4","310","1660","47.55276499232871","0.7741935483870968"
"38","4","370","120","58.025126773403215","0.972972972972973"
"34","4","340","860","62.363291957988196","0.9029411764705882"
"35","4","340","980","63.068124685771735","0.8647058823529412"
"37","4","370","420","76.13180730533053","0.9108108108108108"
"33","4","340","980","62.90050782775924","0.8794117647058823"
"36","4","340","560","63.944189009528","0.9117647058823529"
"31","4","310","1680","46.618421917088256","0.7741935483870968"
"32","4","310","1240","51.67164084729688","0.832258064516129"
"34","4","340","880","60.0338158483808","0.8970588235294118"
"35","4","340","1000","61.2416280969235","0.8647058823529412"
"33","4","340","1000","58.99517986634437","0.8705882352941177"
"37","4","370","440","68.3367598178013","0.9027027027027027"
"36","4","340","580","65.66707170673149","0.9117647058823529"
"31","4","310","1700","48.111918555976004","0.7709677419354839"
"32","4","310","1260","51.19651480159557","0.8290322580645161"
"34","4","340","900","63.195707619627285","0.8941176470588236"
"35","4","340","1020","57.463661117817146","0.861764705882353"
"38","4","370","140","65.10647889214519","0.9675675675675676"
"31","4","310","1720","47.45640387804569","0.7677419354838709"
"37","4","370","460","65.51008724100323","0.8918918918918919"
"36","4","340","600","62.362621447106385","0.9088235294117647"
"32","4","310","1280","51.01996682435328","0.8290322580645161"
"33","4","340","1020","58.968030989621376","0.8705882352941177"
"34","4","340","920","62.721805816813784","0.8911764705882353"
