"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"Sugarscape 2 Constant Growback.nlogo"
"experiment"
"02/27/2024 11:49:11:781 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"max-initial-vision","initial-population","[step]","(mean) Gini-index-reserve","(std) Gini-index-reserve","(mean) survival-ratio","(std) survival-ratio"
"4","130","1980","12.669671007998554","0.5836980201208024","0.9865384615384616","0.006378124596837327"
"4","130","2000","12.671379853975687","0.5856368287109913","0.9865384615384616","0.006378124596837327"
"4","160","0","18.36732932760752","0.8309464061490972","1","0"
"4","160","20","16.65561922239019","1.209070572341239","0.9921875","0.0027063293868263612"
"4","160","40","16.79385739340029","0.9451816267700548","0.9875","0"
"4","160","60","16.877968478230237","1.012124014965524","0.9875","0"
"4","160","80","16.816767471998602","0.9659650494392599","0.9875","0"
"4","160","100","16.776410557054376","0.93955778884562","0.9875","0"
"4","160","120","16.765620655345593","0.8840703895295219","0.9875","0"
"4","160","140","16.71891588013982","0.7957494726064429","0.9875","0"
"4","160","160","16.712971472461547","0.784845132238786","0.9875","0"
"4","160","180","16.698971976532317","0.8069654669745722","0.9875","0"
"4","160","200","16.665900364110264","0.8400846684665854","0.9875","0"
"4","160","220","16.653631734578685","0.8393214675022465","0.9875","0"
"4","160","240","16.62330067766814","0.8271226849276437","0.9875","0"
"4","160","260","16.613331891897936","0.8255153358039348","0.9875","0"
"4","160","280","16.66010888179155","0.8207355207748618","0.9875","0"
"4","160","300","16.673115310689713","0.8100001182787647","0.9875","0"
"4","160","320","16.67964067068915","0.7886808306739199","0.9875","0"
"4","160","340","16.68811579937768","0.7514160486989663","0.9875","0"
"4","160","360","16.69091268358106","0.7555720622963205","0.9875","0"
"4","160","380","16.699526489381505","0.7656989370871702","0.9875","0"
"4","160","400","16.715263438435173","0.7482152505184372","0.9875","0"
"4","160","420","16.71166820271044","0.7291750803416257","0.9875","0"
"4","160","440","16.69424969104501","0.7171939966366001","0.9875","0"
"4","160","460","16.687642062546892","0.7275485062311492","0.9875","0"
"4","160","480","16.682115142330822","0.7300140774430643","0.9875","0"
"4","160","500","16.68618739806273","0.7160949131829736","0.9875","0"
"4","160","520","16.67702008773529","0.7198474307666403","0.9875","0"
"4","160","540","16.671610968882895","0.721706652903305","0.9875","0"
"4","160","560","16.662122388580947","0.7161869321906367","0.9875","0"
"4","160","580","16.66158468962751","0.7229868643328811","0.9875","0"
"4","160","600","16.66075151308954","0.7264592664893214","0.9875","0"
"4","160","620","16.656312449041245","0.7258667130069094","0.9875","0"
"4","160","640","16.66133283334345","0.7305594419111162","0.9875","0"
"4","160","660","16.663589279724075","0.7335526756441612","0.9875","0"
"4","160","680","16.665866735496277","0.7281503971048605","0.9875","0"
"4","160","700","16.658142931910753","0.7217232090605965","0.9875","0"
"4","160","720","16.646246923720028","0.7203286724682973","0.9875","0"
"4","160","740","16.634393934489893","0.7166261205401134","0.9875","0"
"4","160","760","16.625116162770784","0.7108228819550378","0.9875","0"
"4","160","780","16.619845933716903","0.7115465692055992","0.9875","0"
"4","160","800","16.610195604298283","0.7096202473516054","0.9875","0"
"4","160","820","16.602867484129554","0.7175905750348441","0.9875","0"
"4","160","840","16.595826582227474","0.7190469041115183","0.9875","0"
"4","160","860","16.5991138116149","0.7184064454723803","0.9875","0"
"4","160","880","16.607991248892155","0.7175157318073826","0.9875","0"
"4","160","900","16.61362242593804","0.70958625513535","0.9875","0"
"4","160","920","16.619941438567295","0.706833253860053","0.9875","0"
"4","160","940","16.621393531109483","0.7096415128464801","0.9875","0"
"4","160","960","16.618570949423916","0.7053295260575999","0.9875","0"
"4","160","980","16.61662212198322","0.7012164412074905","0.9875","0"
"4","160","1000","16.614969110014783","0.7002614291486244","0.9875","0"
"4","160","1020","16.61739385727045","0.7016651671634866","0.9875","0"
"4","160","1040","16.619979502224552","0.7107500714966537","0.9875","0"
"4","160","1060","16.615346360018926","0.7142076435894368","0.9875","0"
"4","160","1080","16.61124895239565","0.7122289740694981","0.9875","0"
"4","160","1100","16.607724885036134","0.7107147139036392","0.9875","0"
"4","160","1120","16.605963288428846","0.7117048705589053","0.9875","0"
"4","160","1140","16.597636907065812","0.7078109727046873","0.9875","0"
"4","160","1160","16.600870858877897","0.7087102496980962","0.9875","0"
"4","160","1180","16.599211178802275","0.704910839159242","0.9875","0"
"4","160","1200","16.5972948354059","0.7036195512624577","0.9875","0"
"4","160","1220","16.597994493617442","0.702123529058657","0.9875","0"
"4","160","1240","16.597644632428327","0.7042825328260462","0.9875","0"
"4","160","1260","16.6045352354986","0.7090080517073696","0.9875","0"
"4","160","1280","16.61351145192984","0.7100704443557013","0.9875","0"
"4","160","1300","16.61932577573688","0.7131574230727526","0.9875","0"
"4","160","1320","16.623402286739086","0.7124328172604825","0.9875","0"
"4","160","1340","16.62507132427338","0.7080262890631572","0.9875","0"
"4","160","1360","16.63249696738403","0.7057962369597856","0.9875","0"
"4","160","1380","16.639067376104116","0.701010426330516","0.9875","0"
"4","160","1400","16.642716482604964","0.6965071251707692","0.9875","0"
"4","160","1420","16.646520836913986","0.690772344916958","0.9875","0"
"4","160","1440","16.645766133566717","0.691779129249049","0.9875","0"
"4","160","1460","16.64875665487869","0.69436819021292","0.9875","0"
"4","160","1480","16.65036993835954","0.7006185844468932","0.9875","0"
"4","160","1500","16.652747286792852","0.7036700579884707","0.9875","0"
"4","160","1520","16.65387777855666","0.707758559674409","0.9875","0"
"4","160","1540","16.652267899921828","0.7065567344260838","0.9875","0"
"4","160","1560","16.651521262024904","0.7034326906382048","0.9875","0"
"4","160","1580","16.653716202865706","0.702870845665567","0.9875","0"
"4","160","1600","16.655407356811963","0.705203540996541","0.9875","0"
"4","160","1620","16.658223726054885","0.704971593982146","0.9875","0"
"4","160","1640","16.659627002475283","0.703745037846291","0.9875","0"
"4","160","1660","16.660286380729616","0.7062205140697151","0.9875","0"
"4","160","1680","16.659772603959752","0.7070541548663305","0.9875","0"
"4","160","1700","16.65959852548789","0.7045392316598843","0.9875","0"
"4","160","1720","16.658623408678647","0.7004114898680375","0.9875","0"
"4","160","1740","16.660540965658196","0.6985427313348133","0.9875","0"
"4","160","1760","16.66324898695621","0.6987048452528796","0.9875","0"
"4","160","1780","16.665421802239074","0.7008848730452005","0.9875","0"
"4","160","1800","16.665267272021048","0.7040482465038772","0.9875","0"
"4","160","1820","16.660829726627593","0.7067630526335552","0.9875","0"
"4","160","1840","16.662565617015005","0.7122477039484685","0.9875","0"
"4","160","1860","16.66449588208159","0.7131886983790536","0.9875","0"
"4","160","1880","16.665539756830846","0.7110244596868888","0.9875","0"
"4","160","1900","16.66383204353416","0.7129190187817362","0.9875","0"
"4","160","1920","16.661966801258863","0.7134304479355837","0.9875","0"
"4","160","1940","16.66282685671898","0.7133689981375907","0.9875","0"
"4","160","1960","16.661709649403562","0.7115052569398405","0.9875","0"
"4","160","1980","16.661626158392615","0.712532966530994","0.9875","0"
"4","160","2000","16.65810487876316","0.7151353628668603","0.9875","0"
"4","190","0","21.212014474237872","0.46236557993126176","1","0"
"4","190","20","19.974691320557717","0.6915723482961853","0.9960526315789474","0.00436397998730975"
"4","190","40","20.75020714449171","0.6836928144561684","0.9947368421052631","0.003721614637823946"
"4","190","60","20.999501787807013","0.7638641339851804","0.9947368421052631","0.003721614637823946"
"4","190","80","21.0982036922753","0.9190134504286267","0.9947368421052631","0.003721614637823946"
"4","190","100","21.17996377424034","0.9012586075448391","0.9947368421052631","0.003721614637823946"
"4","190","120","21.24789052670948","0.900798797880472","0.9947368421052631","0.003721614637823946"
"4","190","140","21.298857506990174","0.907597394662532","0.9947368421052631","0.003721614637823946"
"4","190","160","21.373949204752485","0.9331221776947992","0.9947368421052631","0.003721614637823946"
"4","190","180","21.424758273103222","0.9639798013881726","0.9947368421052631","0.003721614637823946"
"4","190","200","21.47623691085946","1.008508385447845","0.9947368421052631","0.003721614637823946"
"4","190","220","21.497003622205163","1.0672981635813406","0.9947368421052631","0.003721614637823946"
"4","190","240","21.49372303188352","1.1242428808957279","0.9947368421052631","0.003721614637823946"
"4","190","260","21.4932964663568","1.1674998241383474","0.9947368421052631","0.003721614637823946"
"4","190","280","21.53896244437076","1.1669492364493796","0.9947368421052631","0.003721614637823946"
"4","190","300","21.592656794247123","1.1768567720453211","0.9947368421052631","0.003721614637823946"
"4","190","320","21.603372672426318","1.194269460790167","0.9947368421052631","0.003721614637823946"
"4","190","340","21.605456193171346","1.1800334617500747","0.9947368421052631","0.003721614637823946"
"4","190","360","21.603253221324735","1.187752784039738","0.9947368421052631","0.003721614637823946"
"4","190","380","21.613493654457734","1.192543442085163","0.9947368421052631","0.003721614637823946"
"4","190","400","21.60415418956397","1.1947690534886386","0.9947368421052631","0.003721614637823946"
"4","190","420","21.611661407226663","1.198110298242186","0.9947368421052631","0.003721614637823946"
"4","190","440","21.603316281073926","1.1994923118005505","0.9947368421052631","0.003721614637823946"
"4","190","460","21.614540531418953","1.199290567031958","0.9947368421052631","0.003721614637823946"
"4","190","480","21.620994233888386","1.2087421715297386","0.9947368421052631","0.003721614637823946"
"4","190","500","21.64704133623415","1.2071156613092797","0.9947368421052631","0.003721614637823946"
"4","190","520","21.64954481277936","1.2190726631169413","0.9947368421052631","0.003721614637823946"
"4","190","540","21.635883806264573","1.2374503581485912","0.9947368421052631","0.003721614637823946"
"4","190","560","21.62884775777399","1.2515106736812527","0.9947368421052631","0.003721614637823946"
"4","190","580","21.63596378889661","1.258435392658711","0.9947368421052631","0.003721614637823946"
"4","190","600","21.62953857807439","1.2471598395722983","0.9947368421052631","0.003721614637823946"
"4","190","620","21.62405129357639","1.2501732637088034","0.9947368421052631","0.003721614637823946"
"4","190","640","21.61003708006565","1.2504697427402125","0.9947368421052631","0.003721614637823946"
"4","190","660","21.602922788315205","1.2578923798746309","0.9947368421052631","0.003721614637823946"
"4","190","680","21.617960257419764","1.2679471970557605","0.9947368421052631","0.003721614637823946"
"4","190","700","21.611354000642947","1.2857242842880399","0.9947368421052631","0.003721614637823946"
"4","190","720","21.610645141230457","1.2905730398102426","0.9947368421052631","0.003721614637823946"
"4","190","740","21.596492805028888","1.2876121521046535","0.9947368421052631","0.003721614637823946"
"4","190","760","21.58835887820744","1.2824407487646092","0.9947368421052631","0.003721614637823946"
"4","190","780","21.5937432772627","1.273960021194441","0.9947368421052631","0.003721614637823946"
"4","190","800","21.601046455055368","1.2831129227522813","0.9947368421052631","0.003721614637823946"
"4","190","820","21.606203127639283","1.2896564594113598","0.9947368421052631","0.003721614637823946"
"4","190","840","21.6031687595342","1.2803909634720565","0.9947368421052631","0.003721614637823946"
"4","190","860","21.599551744446302","1.2884220719353807","0.9947368421052631","0.003721614637823946"
"4","190","880","21.597117374020108","1.2995907043990198","0.9947368421052631","0.003721614637823946"
"4","190","900","21.605227116487963","1.3052031548566103","0.9947368421052631","0.003721614637823946"
"4","190","920","21.607570776850288","1.300614906515011","0.9947368421052631","0.003721614637823946"
"4","190","940","21.60890782208612","1.3136140129616782","0.9947368421052631","0.003721614637823946"
"4","190","960","21.605735358083148","1.3194972719625575","0.9947368421052631","0.003721614637823946"
